id,goodreads_desc,google_desc
2425,"From a bold new talent comes a smart, stylish near-future thriller that fuses the fierce imagination of The Matrix with the chilling social vision of Minority Report.  Set in the day after tomorrow, Idlewild opens as a young man awakes with amnesia: He cannot remember who he is and doesn&apost recognize anything around him-all he knows for sure is that someone is trying to kil
From a bold new talent comes a smart, stylish near-future thriller that fuses the fierce imagination of The Matrix with the chilling social vision of Minority Report.  Set in the day after tomorrow, Idlewild opens as a young man awakes with amnesia: He cannot remember who he is and doesn't recognize anything around him-all he knows for sure is that someone is trying to kill him. Not certain whom he can trust, he becomes reacquainted with eight companions, all of whom are being trained at a strange school run by an enigmatic figure named Maestro. Working to uncover the identity of the person who has attempted to murder him, the young man quickly starts to unravel a series of truths, making it clear that much more than just his life is at stake.  Taking the best of the genre and transcending it, Sagan's cool debut will appeal to fans of Neil Gaiman and Orson Scott Card, while also drawing in readers of novels such as House of Leaves by Mark Danielewski and Lullaby by Chuck Palahniuk.
...more","In this first novel of a future-thriller trilogy by the son of noted astronomer Carl Sagan, a young man is suddenly startled awake to find he has no memory--and someone is trying to kill him. ""A genuine page turner . . . like a roller-coaster ride of fusion fiction.""--Neil Gaiman (""The Sandman"")."
2430,"In this account of the work of a Ban Garda, Mary T. O&aposConnor tells what life is like in the force for women, the problems and prejudices they face and the harrowing and dangerous human situations with which they have to deal.
In this account of the work of a Ban Garda, Mary T. O'Connor tells what life is like in the force for women, the problems and prejudices they face and the harrowing and dangerous human situations with which they have to deal.
...more","In this account of the work of a Ban Garda, Mary T. O'Connor tells what life is like in the force for women, the problems and prejudices they face and the harrowing and dangerous human situations with which they have to deal."
2435,"Attention would-be paesans: Can’t distinguish “gabagool” from “pasta fazool”? Not sure how to properly accessorize your track suit with gold chains? Does the phrase “go to the mattresses” make you sleepy? Now Steven R. Schirripa, The Sopranos’ own Bobby Bacala, exposes the inner mysteries of this unique Italian-American hybrid in A Goomba’s Guide to Life so that anyone can
Attention would-be paesans: Can’t distinguish “gabagool” from “pasta fazool”? Not sure how to properly accessorize your track suit with gold chains? Does the phrase “go to the mattresses” make you sleepy? Now Steven R. Schirripa, The Sopranos’ own Bobby Bacala, exposes the inner mysteries of this unique Italian-American hybrid in A Goomba’s Guide to Life so that anyone can walk, talk, and live like a guy “from the neighborhood.”Über-goomba Steve Schirripa shows how being a goomba made him what he is today, offering lessons learned on his own journey from Bensonhurst to Vegas, and to his current gig as Bobby Bacala on one of TV’s most popular shows. Along the way, he shares secrets that will help you get in touch with your own inner goomba. You’ll learn what music to enjoy (Sinatra, yes; Snoop Dogg, no), what movies to watch (Raging Bull, yes; Titanic, never), which sports to follow (baseball is good; golf and tennis, fuhgeddaboudit), and even tips on goomba etiquette. Ever wonder how a real goomba gets the best seat in the house? (Hint: It involves tipping, jewelry, and intimidation.) Schirripa even includes goomba do’s and don’ts (never, ever criticize a goomba’s mother or her gravy; always wear more jewelry than you think you need).With knockout photographs of Schirripa and his compares, and insider information on how to think goomba, speak goomba, cook and eat goomba, and even how to behave at goomba weddings and funerals, A Goomba’s Guide to Life will show any wiseguy wannabe how to sing like a Soprano.
...more","The actor from HBO's popular series ""The Sopranos"" offers a humorous look at Italian American culture and includes his thoughts on his own journey from his Brooklyn childhood to success as an actor."
2436,"Multi-million copy bestselling author Douglas Reeman expertly combines vivid characterisation with detailed and authentic naval experience to create a jaw-droppingly atmospheric and absorbing action thriller you won&apost be able to put down. Perfect for fans of Clive Cussler, Bernard Cornwell and Wilbur Smith.
&aposOne of our foremost writers of naval fiction&apos -- 
Sunday Tim

Multi-million copy bestselling author Douglas Reeman expertly combines vivid characterisation with detailed and authentic naval experience to create a jaw-droppingly atmospheric and absorbing action thriller you won't be able to put down. Perfect for fans of Clive Cussler, Bernard Cornwell and Wilbur Smith.
'One of our foremost writers of naval fiction' -- 
Sunday Times
'Mr Reeman writes with great knowledge about the sea and those who sail on it' -- 
The Times
'Suspense from start to finish' -- ***** Reader review'Great story - you will not want to put it down' -- ***** Reader review'Top quality' -- ***** Reader review'Fantastic' -- ***** Reader review***********************************************************************************Commander Graham Martineau was awarded the Victoria Cross for pressing home an attack against impossible odds. Few survived, and crimson ribbon remains a haunting symbol of the sacrifice of ship and men.Now, as captain of the crack Tribal Class destroyer H.M.S. Hakka, Martineau must once again call from ordinary seamen the ultimate in courage, and prepare to defend to the death vital convoys to Russia.There is no hiding place in these bitter Arctic seas, where a pitiless enemy awaits a fatal rendezvous.ALL ARE HEROES, AND NO MAN NOR SHIP IS IMMORTAL.
...more","As captain of the crack Tribal Class destroyer HMS Hakka, Martineau must once again call from the ordinary seamen the ultimate in courage, and prepare to defend to the death vital convoys to Russia. No man and no ship is immortal."
2438,"Thief. Informer. Double-dealer. Pimp. Will Shadwell may not be the most moral of men, but to gentleman spy Henry Gresham he is invaluable. During the reign of King James I a man must know his enemies to survive and Shadwell is one of Gresham’s best sources. Then Shadwell is discovered brutally murdered. And before Gresham is able to establish why, he is summoned by the man
Thief. Informer. Double-dealer. Pimp. Will Shadwell may not be the most moral of men, but to gentleman spy Henry Gresham he is invaluable. During the reign of King James I a man must know his enemies to survive and Shadwell is one of Gresham’s best sources. Then Shadwell is discovered brutally murdered. And before Gresham is able to establish why, he is summoned by the man he fears most: Robert Cecil, the King’s Machiavellian Chief Secretary. Cecil wants Gresham to investigate Sir Francis Bacon’s private life. When Gresham begins his inquiries, he uncovers a plot so audacious it is scarcely believable: a conspiring clutch of Catholic lords and a trail of gunpowder underneath the Houses of Parliament. From the court of King James to the deadly underworld of Jacobean London, Martin Stephen’s superb debut novel is as rich in atmosphere as it is in tension. Historical fiction of the highest order, ""The Desperate Remedy"" is a thrilling tale of courtly machinations.
...more","Thief. Informer. Double-dealer. Whoremonger. Drunkard. Gambler. Will Shadwell may not be the most moral of men, but to Henry Gresham - gentleman, scholar, courtier, spy - he is invaluable. For in the dark days of the reign of King James I a man must know his enemies to survive; Shadwell, by hook or more often by crook, is one of his best sources. Then Shadwell is brutally murdered and Gresham is summoned to London by the man he fears most: Robert Cecil, the King's Chief Secretary, and Machiavellian master of a sinister network of spies. Cecil wants Gresham to discover the truth about Sir Francis Bacon's private life, but when Gresham begins his investigations, he finds that he is the one who is being watched . . . As Gresham continues to do Cecil's bidding with ever increasing trepidation, his enquiries into Shadwell's death uncover a plot so audacious it is scarcely believable: a catholic uprising, a violent insurrection, and a trail of gunpowder underneath the Houses of Parliament . . ."
2459,"From the number one bestselling author of Midwives comes this riveting medical thriller about a lawyer, a homeopath, and a tragic death.  When one of homeopath Carissa Lake&aposs patients falls into an allergy-induced coma, possibly due to her prescribed remedy, Leland Fowler&aposs office starts investigating the case. But Leland is also one of Carissa&aposs patients, and he is beginn
From the number one bestselling author of Midwives comes this riveting medical thriller about a lawyer, a homeopath, and a tragic death.  When one of homeopath Carissa Lake's patients falls into an allergy-induced coma, possibly due to her prescribed remedy, Leland Fowler's office starts investigating the case. But Leland is also one of Carissa's patients, and he is beginning to realize that he has fallen in love with her. As love and legal obligations collide, Leland comes face-to-face with an ethical dilemma of enormous proportions.  Graceful, intelligent, and suspenseful, The Law of Similars is a powerful examination of the links between hope and hubris, love and deception.
...more","Widowed father Leland Fowler turns to homeopathic healer Carissa for help, and she heals both his body and his heart, but when another of her patients suddenly goes into a coma, law officer Leland is faced with a difficult moral and ethical dilemma. Reprint."
2463,"Once upon a time the great Faeran high king became trapped in mortal Erith along with his twin brother - and nemesis - Morragan the Raven Prince, when the gate to the Faeran Realm was closed on them. Now many centuries later, the fugitive who calls herself Tahquil has at last discovered the truth.",Fantasy-roman.
2467,"Supernerd Emerson Watts is getting to grips with life in the body of Supermodel Nikki Howard, and finding that the celebrity lifestyle is a lot harder than it looks. The bikinis are teensy, the heels are sky-high, and no one seems to care that Nikki&aposs life is on the verge of falling apart. With too many hot men chasing her, and too many big problems to hide, it&aposs up to Em 
Supernerd Emerson Watts is getting to grips with life in the body of Supermodel Nikki Howard, and finding that the celebrity lifestyle is a lot harder than it looks. The bikinis are teensy, the heels are sky-high, and no one seems to care that Nikki's life is on the verge of falling apart. With too many hot men chasing her, and too many big problems to hide, it's up to Em to keep things together - even if her heart is breaking.
...more","From the #1 ""New York Times""-bestselling creator of the Princess Diaries. Following a bizarre accident, 16-year-old tomboy Emerson Watts wakes up to find she's in the body of a supermodel. Who is behind the switch? And how can she get her best friend Christopher to realize she's still the same Em inside?"
2470,"Young Josephine Bonaparte shines at the center of a new, sweeping, romantic work of historical fiction by Sandra Gulland: detailed and exhaustively researched, compelling and powerful, The Many Lives and Secret Sorrows of Josephine B. is the first in a trilogy of fictional novels tracing the actual rise of a young European noblewoman who would one day stand next to Napoleo
Young Josephine Bonaparte shines at the center of a new, sweeping, romantic work of historical fiction by Sandra Gulland: detailed and exhaustively researched, compelling and powerful, The Many Lives and Secret Sorrows of Josephine B. is the first in a trilogy of fictional novels tracing the actual rise of a young European noblewoman who would one day stand next to Napoleon. From the heartbreak of lost loves to the horror of revolution to the hope of new days, it's an intimate epic any romance lover will love.
...more","In this first of three books inspired by the life of Josephine Bonaparte, Sandra Gulland has created a novel of immense and magical proportions. We meet Josephine in the exotic and lush Martinico, where an old island woman predicts that one day she will be queen. The journey from the remote village of her birth to the height of European elegance is long, but Josephine's fortune proves to be true. By way of fictionalized diary entries, we traverse her early years as she marries her one true love, bears his children, and is left betrayed, widowed, and penniless. It is Josephine's extraordinary charm, cunning, and will to survive that catapults her to the heart of society, where she meets Napoleon, whose destiny will prove to be irrevocably intertwined with hers."
2523,"It was love at first sight for Claire and Bill Hudson. They met at Claire&aposs fifth birthday party and they were destined to be together for the rest of their lives. When baby Georgia came along, it was the icing on the cake. So when a tragic accident snatched Bill away, Claire felt like she&aposd lost everything - except Georgia. In the three years since, Claire has devoted her
It was love at first sight for Claire and Bill Hudson. They met at Claire's fifth birthday party and they were destined to be together for the rest of their lives. When baby Georgia came along, it was the icing on the cake. So when a tragic accident snatched Bill away, Claire felt like she'd lost everything - except Georgia. In the three years since, Claire has devoted her life to Georgia; she knows no man could ever replace Bill, and the child needs all her attention. Now Georgia's a teenager, though, and there's one thing Claire can't advise her on: dating. And so, purely to help her lovely young daughter in her journey through the teenage years, Claire sets out on some serial dating. And destiny is watching, again...
...more","It was love at first sight for Claire and Bill Hudson. They met at Claire's fifth birthday party and they were destined to be together for the rest of their lives. When baby Georgia came along, it was the icing on the cake. So when a tragic accident snatched Bill away, Claire felt like she'd lost everything - except Georgia. In the three years since, Claire has devoted her life to Georgia; she knows no man could ever replace Bill, and the child needs all her attention. Now Georgia's a teenager, though, and there's one thing Claire can't advise her on: dating. And so, purely to help her lovely young daughter in her journey through the teenage years, Claire sets out on some serial dating. And destiny is watching, again..."
2525,"A story of love that won&apost let go—no matter whatCalifornia’s gold country, 1850. A time when men sold their souls for a bag of gold and women sold their bodies for a place to sleep. Angel expects nothing from men but betrayal. Sold into prostitution as a child, she survives by keeping her hatred alive. And what she hates most are the men who use her, leaving her empty and 
A story of love that won't let go—no matter whatCalifornia’s gold country, 1850. A time when men sold their souls for a bag of gold and women sold their bodies for a place to sleep. Angel expects nothing from men but betrayal. Sold into prostitution as a child, she survives by keeping her hatred alive. And what she hates most are the men who use her, leaving her empty and dead inside. Then she meets Michael Hosea, a man who seeks his Father’s heart in everything, Michael obeys God’s call to marry Angel and to love her unconditionally. Slowly, day by day, he defies Angel’s every bitter expectation, until despite her resistance, her frozen heart begins to thaw. But with her unexpected softening comes overwhelming feelings of unworthiness and fear. And so Angel runs. Back to the darkness, away from her husband’s pursuing love, terrified of the truth she can no longer deny: her final healing must come from the One who loves her even more than Michael does…the One who will never let her go. A powerful retelling of the story of Gomer and Hosea, Redeeming Love is a life-changing story of God’s unconditional, redemptive, and all-consuming love.
...more",A secret from Angel's past threatens to destroy her relationship with Michael Hosea.
2526,"From the very first day that they move to the Oddlode Valley, it&aposs inevitable that young teacher Mo Stillitoe, recently separated socialite Diana Lampeter, and cool, retired dressage diva Anke Brakespear will find their lives entangled. Despite their differing generations and backgrounds, the women are on a relocation collision course. As inept removal men deliver furnitur
From the very first day that they move to the Oddlode Valley, it's inevitable that young teacher Mo Stillitoe, recently separated socialite Diana Lampeter, and cool, retired dressage diva Anke Brakespear will find their lives entangled. Despite their differing generations and backgrounds, the women are on a relocation collision course. As inept removal men deliver furniture and even horses to the wrong houses, other moves are being made. Mo's bad boy lover takes Diana's eye, Anke's flirtatious husband immediately suggests Mo hop into bed with him, and Diana's local heartthrob brother comes joyfully face to face with the Danish ice-maiden he posted on his wall as a teenager. As a long, hot Indian summer burns its embers into winter, the newcomers settle into their beautiful frost-hugged surroundings, generating enough heat to melt every heart in Oddlode. New passions ignite and old flames are fanned amid the honeyed villages, enchanted gardens, haunted parkland, and raucous country social life. The heat is on, and sparks fly but is this just a flash in the pan or is somebody fuelling the fire.
...more","From the very first day that they move to the Oddlode Valley, it's inevitable that young teacher Mo Stillitoe, recently separated socialite Diana Lampeter and cool, retired dressage diva Anke Brakespear will find their lives entangled. Despite their differing generations and backgrounds, the women are on a relocation collision course. As inept removal men deliver furniture - and even horses - to the wrong houses, other moves are being made . . . Mo's bad boy lover takes Diana's eye, Anke's flirtatious husband immediately suggests Mo hop into bed with him - and Diana's local heart-throb brother comes joyfully face to face with the Danish ice-maiden he posted on his wall as a teenager. As a long, hot Indian summer burns its embers into winter, the newcomers settle into their beautiful frost-hugged surroundings, generating enough heat to melt every heart in Oddlode. New passions ignite and old flames are fanned amid the honeyed villages, enchanted gardens, haunted parkland and raucous country social life. The heat is on, and sparks fly - but is this just a flash in the pan or is somebody fuelling the fire?"
2527,"Madison Castelli is having problems -- her ex-live-in lover who walked out on her is trying to walk back in. Her new lover is giving her a hard time. And her father turns out to be a man with deadly secrets. Set between the high-powered world of New York and the manic excitement of Las Vegas, Lethal Seduction is packed with all the intrigue and glamour fans have come to ex
Madison Castelli is having problems -- her ex-live-in lover who walked out on her is trying to walk back in. Her new lover is giving her a hard time. And her father turns out to be a man with deadly secrets. Set between the high-powered world of New York and the manic excitement of Las Vegas, Lethal Seduction is packed with all the intrigue and glamour fans have come to expect from Jackie Collins. This deliciously uninhibited tale of cover-ups, deception and mob involvement finds Jackie Collins at the height of her creative powers...
...more","New York fashion designer Jamie Nova has chosen the glitz of Las Vegas as the setting for celebrating her impending divorce. Joined by her two best friends, street-smart Madison Castelli, and Natalie de Barge, an ambitious TV reporter - Jamie plans to make the most of her hard-earned holiday and forget all about her controlling ex. When the threesome encounters Mark Blaine, the fun-loving playboy scion of a real estate billionaire, things start to heat up very quickly. Madison and Natalie receive a frantic midnight phone call telling them Mark is lying in Jamie's bed. And he's dead..."
2529,"It shouldn&apost be a fascinating read, this book--it really shouldn&apost. It&aposs just higher gossip about how Wallis Simpson took a younger lover after her marriage to Edward, and how she and said lover enjoyed nights of ""nonpenetrative and principally oral sex."" I mean, who cares? Shouldn&apost our minds be on higher things? The trouble is, it&aposs all absolutely fascinating. The lover 
It shouldn't be a fascinating read, this book--it really shouldn't. It's just higher gossip about how Wallis Simpson took a younger lover after her marriage to Edward, and how she and said lover enjoyed nights of ""nonpenetrative and principally oral sex."" I mean, who cares? Shouldn't our minds be on higher things? The trouble is, it's all absolutely fascinating. The lover was the mad, bad, and dangerous-to-know Jimmy Donahue: grandson of Woolworth's founder Frank W. Woolworth, heir to millions, and considered to be dashingly good-looking. (From the photos in the book, he looks a bit like a baby-faced bore, but maybe having those millions in the bank skewed perceptions of him, somewhat.) Donahue could fly a plane, could speak several languages, was a marvelous raconteur, and, on top of all this, was a promiscuous homosexual. That didn't stop him from forming a passionate friendship with Wallis, however, that soon turned into more than mere friendship. Wilson suggests that this constituted, on Wallis's part, perhaps ""the greatest betrayal in history."" Edward gave up his throne and kingdom for the woman he loved, only to have her take off with another man. However, it was never quite so simple as this. Edward didn't want a normal sexual relationship with Wallis, really--he got all of the satisfaction he wanted from playing with her feet--while she evidently continued to adore him, even if she found that the need for sexual satisfaction drove her into Donahue's arms. It might even have been that Edward knew, but didn't mind. The whole thing reads like some kind of royal soap opera, and, as such, it's absolutely riveting. --Christopher Hart, Amazon.co.uk
...more","In 1950, James Paul Donahue inherited a $15 million Woolworth's fortune and on the same day met the Duke and Duchess of Windsor. This book is the remarkable story of their extraordinary friendship."
2530,"Hailed as Newby&aposs &aposmasterpiece&apos, Love and War in the Apennines is the gripping real-life story of Newby&aposs imprisonment and escape from an Italian prison camp during World War II. After the Italian Armistice of 1943, Eric Newby escaped from the prison camp in which he&aposd been held for a year. He evaded the German army by hiding in the caves and forests of Fontanellato, in It
Hailed as Newby's 'masterpiece', Love and War in the Apennines is the gripping real-life story of Newby's imprisonment and escape from an Italian prison camp during World War II. After the Italian Armistice of 1943, Eric Newby escaped from the prison camp in which he'd been held for a year. He evaded the German army by hiding in the caves and forests of Fontanellato, in Italy's Po Valley. Against this picturesque backdrop, he was sheltered for three months by an informal network of Italian peasants, who fed, supported and nursed him, before his eventual recapture.‘Love and War in the Apennines’ is Newby's tribute to the selfless and courageous people who were to be his saviours and companions during this troubled time and of their bleak and unchanging way of life. Of the cast of idiosyncratic characters, most notable was the beautiful local girl on a bike who would teach him the language, and eventually help him escape; two years later they were married and would spend the rest of their lives as co-adventurers. Part travelogue, part escape story and part romance, this is a mesmerising account of wisdom, courage, humour and adventure, and tells the story of the early life of a man who would become one of Britain's best-loved literary adventurers.
...more","In 1943, Eric Newby escaped from the Italian prison camp in which he had been held for a year. Evading the advancing German army, he was sheltered by an informal network of Italian peasants. Love and War in the Apennines is Newby's tribute to these selfless and courageous people and their bleak and unchanging way of life. Of the cast of idiosyncratic characters, most notable was the beautiful local girl on a bike who would teach him the language, and eventually help him escape. Two years later they were married and would spend the rest of their lives as co-adventurers. Part travelogue, part escape story and part romance, this is a mesmerising account of wisdom, courage, humour, adventure and above all, love from the man who would become one of Britain's best-loved literary adventurers."
2531,"&aposWexford had never told anyone. None of it could be proved, not the stalking, not the stares or the conspiratorial smiles, not the killings, not any of the signs Targo had made because he knew Wexford knew and could do nothing about it.&aposWexford had almost made up his mind that he would never again set eyes on Eric Targo&aposs short, muscular figure. And yet there he was, back 
'Wexford had never told anyone. None of it could be proved, not the stalking, not the stares or the conspiratorial smiles, not the killings, not any of the signs Targo had made because he knew Wexford knew and could do nothing about it.'Wexford had almost made up his mind that he would never again set eyes on Eric Targo's short, muscular figure. And yet there he was, back in Kingsmarkham, still with that cocky, strutting walk.Years earlier, when Wexford was a young police officer, a woman was strangled in her bedroom. Shortly after, another strangled woman was found. The murders went unsolved, but every personal and professional instinct told Wexford that the killer was Eric Targo. A psychopath who would kill again.As Wexford investigates a new case, he looks back to the beginning of his career and to his courtship of the woman who would become his wife. The past is a haunted place and leaves an indelible imprint on the here and now.
...more","Wexford had almost made up his mind that he would never again set eyes on Eric Targo's short, muscular figure. And yet there he was, back in Kingsmarkham, still with that cocky, strutting walk. Years earlier, when Wexford was a young police officer, a woman called Elsie Carroll had been found strangled in her bedroom."
2532,"Angelfield House stands abandoned and forgotten. It was once the imposing home of the March family--fascinating, manipulative Isabelle, Charlie her brutal and dangerous brother, and the wild, untamed twins, Emmeline and Adeline. But Angelfield House conceals a chilling secret whose impact still resonates...Now Margaret Lea is investigating Angelfield&aposs past--and the myster
Angelfield House stands abandoned and forgotten. It was once the imposing home of the March family--fascinating, manipulative Isabelle, Charlie her brutal and dangerous brother, and the wild, untamed twins, Emmeline and Adeline. But Angelfield House conceals a chilling secret whose impact still resonates...Now Margaret Lea is investigating Angelfield's past--and the mystery of the March family starts to unravel. What has Angelfield been hiding? What is its connection with the enigmatic author Vida Winter? And what is it in Margaret's own troubled past that causes her to fall so powerfully under Angelfilds spell?
...more","Angelfield House stands abandoned and forgotten. It was once home to the March family - fascinating, manipulative Isabelle, brutal, dangerous Charlie, and the wild, untamed twins, Emmeline and Adeline. But Angelfield House hides a chilling secret which strikes at the very heart of each of them, tearing their lives apart... Now Margaret Lea is investigating Angelfield's past - and the mystery of the March family starts to unravel. What has Angelfield been hiding? What is its connection with the enigmatic writer Vida Winter? And what is the secret that strikes at the heart of Margaret's own, troubled life? As Margaret digs deeper, two parallel stories unfold, and the tale she uncovers sheds a disturbing light on her own life..."
2533,"Geordie Sharp is asked to undertake an SAS operation so outrageous that his conscience will barely allow him to carry it out.The ostensible aim of Operation NIMROD is to train a new Spetznaz unit to combat the threat of the Russian mafia, but Sharp&aposs orders contain a sinister hidden agenda.When two SAS men are lifted by Mafia agents, the British authorities&apos secret weapon 
Geordie Sharp is asked to undertake an SAS operation so outrageous that his conscience will barely allow him to carry it out.The ostensible aim of Operation NIMROD is to train a new Spetznaz unit to combat the threat of the Russian mafia, but Sharp's orders contain a sinister hidden agenda.When two SAS men are lifted by Mafia agents, the British authorities' secret weapon is turned against London and only Geordie Sharp can save the day.
...more",Geordie Sharp is asked to undertake an SAS operation so outrageous that his conscience will barely allow him to carry it out.
2534,"""Consistently pulse-raising. . .an exhilarating ride. . .Personal wrests back the sheer gusto of the earlier novels; it&aposs the best Reacher adventure in some considerable time."" (Independent) Jack Reacher walks alone. Once a go-to hard man in the US military police, now he&aposs a drifter of no fixed abode. But the army tracks him down. Because someone has taken a long-range sh
""Consistently pulse-raising. . .an exhilarating ride. . .Personal wrests back the sheer gusto of the earlier novels; it's the best Reacher adventure in some considerable time."" (Independent) Jack Reacher walks alone. Once a go-to hard man in the US military police, now he's a drifter of no fixed abode. But the army tracks him down. Because someone has taken a long-range shot at the French president. Only one man could have done it. And Reacher is the one man who can find him.This new heartstopping, nailbiting book in Lee Child's number-one bestselling series takes Reacher across the Atlantic to Paris - and then to London. The stakes have never been higher - because this time, it's personal.
_________
Although the Jack Reacher novels can be read in any order, Personal is 19th in the series.And be sure not to miss Reacher's newest adventure, no.26, Better off Dead! ***OUT NOW***
...more","Jack Reacher walks alone. Once a go-to hard man in the US military police, now heâe(tm)s a drifter of no fixed abode. But the army tracks him down. Because someone has taken a long-range shot at the French president. Only one man could have done it. And Reacher is the one man who can find him. This new heartstopping, nailbiting book in Lee Childâe(tm)s number-one bestselling series takes Reacher across the Atlantic to Paris âe"" and then to London. The stakes have never been higher - because this time, itâe(tm)s personal."
2535,"After an epic and interrupted journey all the way from the snows of South Dakota, Jack Reacher has finally made it to Virginia. His destination: a sturdy stone building a short bus ride from Washington D.C., the headquarters of his old unit, the 110th MP. It was the closest thing to a home he ever had.Why? He wants to meet the new commanding officer, Major Susan Turner. He
After an epic and interrupted journey all the way from the snows of South Dakota, Jack Reacher has finally made it to Virginia. His destination: a sturdy stone building a short bus ride from Washington D.C., the headquarters of his old unit, the 110th MP. It was the closest thing to a home he ever had.Why? He wants to meet the new commanding officer, Major Susan Turner. He liked her voice on the phone. But the officer sitting behind Reacher's old desk isn't a woman. Why is Susan Turner not there?What Reacher doesn't expect is what comes next. He himself is in big trouble, accused of a sixteen-year-old homicide. And he certainly doesn't expect to hear these words: 
'You're back in the army, Major. And your ass is mine.'
Will he be sorry he went back? Or - will someone else?
...more","'It's said that a Jack Reacher novel is bought every four seconds somewhere in the world... Lee Child's genius has been to create a tough guy hero that men will envy and women will adore' Daily Express After an epic and interrupted journey all the way from the snows of South Dakota, Jack Reacher has finally made it to Virginia. His destination: a sturdy stone building a short bus ride from Washington D.C., the headquarters of his old unit, the 110th MP. It was the closest thing to a home he ever had. Why? He wants to meet the new commanding officer, Major Susan Turner. He liked her voice on the phone. But the officer sitting behind Reacher's old desk isn't a woman. Why is Susan Turner not there? What Reacher doesn't expect is what comes next. He himself is in big trouble, accused of a sixteen-year-old homicide. And he certainly doesn't expect to hear these words: 'You're back in the army, Major. And your ass is mine.' Will he be sorry he went back? Or - will someone else?"
2536,"Jack Reacher has no place to go, and all the time in the world to get there, so a remote railroad stop on the prairie with the curious name of Mother&aposs Rest seems perfect for an aimless one-day stopover. He expects to find a lonely pioneer tombstone in a sea of nearly-ripe wheat ... but instead there is a woman waiting for a missing colleague, a cryptic note about two hund
Jack Reacher has no place to go, and all the time in the world to get there, so a remote railroad stop on the prairie with the curious name of Mother's Rest seems perfect for an aimless one-day stopover. He expects to find a lonely pioneer tombstone in a sea of nearly-ripe wheat ... but instead there is a woman waiting for a missing colleague, a cryptic note about two hundred deaths, and a small town full of silent, watchful people.Reacher’s one-day stopover turns into an open-ended quest leading to the most hidden reaches of the internet, and right into the nightmare heart of darkness.‘Child's best for some time…with detective-story and romcom elements (even sly humour) on top of the psychological duels and set-piece violence’ Sunday Times
...more","Jack Reacher has no place to go, and all the time in the world to get there, so a remote railroad stop on the prairie with the curious name of Mother's Rest seems perfect for an aimless one-day stopover. He expects to find a lonely pioneer tombstone in a sea of nearly-ripe wheat ... but instead there is a woman waiting for a missing colleague, a cryptic note about two hundred deaths, and a small town full of silent, watchful people. Reacher's one-day stopover turns into an open-ended quest leading to the most hidden reaches of the internet, and right into the nightmare heart of darkness. 'Child's best for some time...with detective-story and romcom elements (even sly humour) on top of the psychological duels and set-piece violence' Sunday Times"
2537,"""This is storytelling of the highest order: lean, laconic, laced with tension."" (Evening Standard)Jack Reacher is alone, the way he likes it.He watches a man cross a New York street and drive away in a Mercedes. The car contains $1 million of ransom money. Reacher&aposs job is to make sure it all turns out right - money paid, family safely returned. But Reacher is in the middl
""This is storytelling of the highest order: lean, laconic, laced with tension."" (Evening Standard)Jack Reacher is alone, the way he likes it.He watches a man cross a New York street and drive away in a Mercedes. The car contains $1 million of ransom money. Reacher's job is to make sure it all turns out right - money paid, family safely returned. But Reacher is in the middle of a nasty little war where nothing is simple.What started on a busy New York street explodes three thousand miles away, in the sleepy English countryside.Reacher's going to have to do this one the hard way.Although the Jack Reacher novels can be read in any order, The Hard Way is 10th in the series. 
...more","Late At Night, A New York Café. Jack Reacher Orders Coffee In A Cup Made Of Foam, Not China. So He Can Move On At A Moment S Notice. He Owns Nothing, Carries Less. He Has Never Met A Woman Who Said No. Or A Case He Couldn T Solve.But Now Reacher Faces A New Case So Disturbing That The Truth Eludes Him. He Has To Sweat The Details And Work The Clues. Doing It The Hard Way. Until What Started On A Busy New York Street Explodes Three Thousand Miles Away, In The Sleepy English Countryside. With Reacher Striding Alone In The Shadows. Armed And Dangerous."
2538,"Across the country women are being murdered by a killer who leaves no evidence, no wounds, no signs of struggle, and no clues to a motive. They are perfect crimes. In fact, only one thing links each victim: they all knew Jack Reacher.","Jack Reacher searches for an elusive killer responsible for the deaths of a number of women, who have nothing in common but the fact that they once worked for the military and had known Jack, and races against time to find a murderer who leaves no trace evidence at the scene of the crime. Reprint."
2539,"Hitching rides is an unreliable mode of transport. In temperatures of over a hundred degrees, you’re lucky if a driver will open the door of his air-conditioned car long enough to let you slide in. That’s Jack Reacher’s conclusion. He’s adrift in the fearsome heat of a Texas summer, and he needs to keep moving through the wide open vastness, like a shark in the water. The 
Hitching rides is an unreliable mode of transport. In temperatures of over a hundred degrees, you’re lucky if a driver will open the door of his air-conditioned car long enough to let you slide in. That’s Jack Reacher’s conclusion. He’s adrift in the fearsome heat of a Texas summer, and he needs to keep moving through the wide open vastness, like a shark in the water. The last thing he’s worried about is exactly who picks him up.He never expected it to be somebody like Carmen. She’s alone, driving a Cadillac. She’s beautiful, young and rich. She has a little girl who is being watched by unseen observers. And a husband who is in jail. Who will beat her senseless when he comes out. If he doesn’t kill her first.Reacher is no stranger to trouble. And at Carmen’s remote ranch in Echo County there is plenty of it: lies and prejudice, hatred and murder. Reacher can never resist a lady in distress. Her family is hostile. The cops can’t be trusted. The lawyers won’t help. If Reacher can’t set things straight, who can?
...more","In the small town of Echo, Texas, Jack Reacher attempts to prove a beautiful woman innocent of her abusive husband's murder, but is she?"
